Ds Município;Dose;Contagem de Id Vacinacao;;;;
SUZANÁPOLIS;2° DOSE;90;;;;
SUZANO;1° DOSE;24703;;;;
SUZANO;2° DOSE;6737;;;;
TABAPUÃ;1° DOSE;1597;;;;
TABAPUÃ;2° DOSE;581;;;;
TABATINGA;1° DOSE;1673;;;;
TABATINGA;2° DOSE;461;;;;
TABOÃO DA SERRA;1° DOSE;20486;;;;
TABOÃO DA SERRA;2° DOSE;7488;;;;
TACIBA;1° DOSE;715;;;;
TACIBA;2° DOSE;181;;;;
TAGUAÍ;1° DOSE;1157;;;;
TAGUAÍ;2° DOSE;321;;;;
TAIAÇU;1° DOSE;805;;;;
TAIAÇU;2° DOSE;298;;;;
TAIÚVA;1° DOSE;919;;;;
TAIÚVA;2° DOSE;324;;;;
TAMBAÚ;1° DOSE;2486;;;;
TAMBAÚ;2° DOSE;870;;;;
TANABI;1° DOSE;3524;;;;
TANABI;2° DOSE;1254;;;;
TAPIRAÍ;1° DOSE;797;;;;
TAPIRAÍ;2° DOSE;223;;;;
TAPIRATIBA;1° DOSE;1457;;;;
TAPIRATIBA;2° DOSE;524;;;;
TAQUARAL;1° DOSE;331;;;;
TAQUARAL;2° DOSE;116;;;;
TAQUARITINGA;1° DOSE;7163;;;;
TAQUARITINGA;2° DOSE;2351;;;;
TAQUARITUBA;1° DOSE;2731;;;;
TAQUARITUBA;2° DOSE;867;;;;
TAQUARIVAÍ;1° DOSE;349;;;;
TAQUARIVAÍ;2° DOSE;97;;;;
TARABAI;1° DOSE;717;;;;
TARABAI;2° DOSE;257;;;;
TARUMÃ;1° DOSE;1227;;;;
TARUMÃ;2° DOSE;452;;;;
TATUÍ;1° DOSE;12760;;;;
TATUÍ;2° DOSE;4293;;;;
TAUBATÉ;1° DOSE;31133;;;;
TAUBATÉ;2° DOSE;6591;;;;
TEJUPÁ;1° DOSE;410;;;;
TEJUPÁ;2° DOSE;95;;;;
TEODORO SAMPAIO;1° DOSE;2213;;;;
TEODORO SAMPAIO;2° DOSE;572;;;;
TERRA ROXA;1° DOSE;1155;;;;
TERRA ROXA;2° DOSE;456;;;;
TIETÊ;1° DOSE;4366;;;;
TIETÊ;2° DOSE;1162;;;;
TIMBURI;1° DOSE;438;;;;
TIMBURI;2° DOSE;106;;;;
TORRE DE PEDRA;1° DOSE;377;;;;
TORRE DE PEDRA;2° DOSE;130;;;;
TORRINHA;1° DOSE;1344;;;;
TORRINHA;2° DOSE;437;;;;
TRABIJU;1° DOSE;206;;;;
TRABIJU;2° DOSE;74;;;;
TREMEMBÉ;1° DOSE;4639;;;;
TREMEMBÉ;2° DOSE;1979;;;;
TRÊS FRONTEIRAS;1° DOSE;835;;;;
TRÊS FRONTEIRAS;2° DOSE;274;;;;
TUIUTI;1° DOSE;970;;;;
TUIUTI;2° DOSE;206;;;;
TUPÃ;1° DOSE;10979;;;;
TUPÃ;2° DOSE;3494;;;;
TUPI PAULISTA;1° DOSE;2478;;;;
TUPI PAULISTA;2° DOSE;833;;;;
TURIÚBA;1° DOSE;314;;;;
TURIÚBA;2° DOSE;126;;;;
TURMALINA;1° DOSE;399;;;;
TURMALINA;2° DOSE;137;;;;
UBARANA;1° DOSE;508;;;;
UBARANA;2° DOSE;150;;;;
UBATUBA;1° DOSE;7510;;;;
UBATUBA;2° DOSE;2670;;;;
UBIRAJARA;1° DOSE;540;;;;
UBIRAJARA;2° DOSE;198;;;;
UCHOA;1° DOSE;1537;;;;
UCHOA;2° DOSE;514;;;;
UNIÃO PAULISTA;1° DOSE;217;;;;
UNIÃO PAULISTA;2° DOSE;93;;;;
URÂNIA;1° DOSE;1453;;;;
URÂNIA;2° DOSE;528;;;;
URU;1° DOSE;234;;;;
URU;2° DOSE;70;;;;
URUPÊS;1° DOSE;1717;;;;
URUPÊS;2° DOSE;614;;;;
VALENTIM GENTIL;1° DOSE;1239;;;;
VALENTIM GENTIL;2° DOSE;349;;;;
VALINHOS;1° DOSE;11657;;;;
VALINHOS;2° DOSE;4381;;;;
VALPARAÍSO;1° DOSE;2506;;;;
VALPARAÍSO;2° DOSE;825;;;;
VARGEM;1° DOSE;978;;;;
VARGEM;2° DOSE;245;;;;
VARGEM GRANDE DO SUL;1° DOSE;5307;;;;
VARGEM GRANDE DO SUL;2° DOSE;2660;;;;
VARGEM GRANDE PAULISTA;1° DOSE;3251;;;;
VARGEM GRANDE PAULISTA;2° DOSE;1053;;;;
VÁRZEA PAULISTA;1° DOSE;7639;;;;
VÁRZEA PAULISTA;2° DOSE;2000;;;;
VERA CRUZ;1° DOSE;1650;;;;
VERA CRUZ;2° DOSE;506;;;;
VINHEDO;1° DOSE;7675;;;;
VINHEDO;2° DOSE;2687;;;;
VIRADOURO;1° DOSE;1965;;;;
VIRADOURO;2° DOSE;488;;;;
VISTA ALEGRE DO ALTO;1° DOSE;730;;;;
VISTA ALEGRE DO ALTO;2° DOSE;251;;;;
VITÓRIA BRASIL;1° DOSE;261;;;;
VITÓRIA BRASIL;2° DOSE;76;;;;
VOTORANTIM;1° DOSE;6910;;;;
VOTORANTIM;2° DOSE;2515;;;;
VOTUPORANGA;1° DOSE;14577;;;;
VOTUPORANGA;2° DOSE;4985;;;;
ZACARIAS;1° DOSE;307;;;;
ZACARIAS;2° DOSE;81;;;;
