Ds Município;Dose;Contagem de Id Vacinacao;;;;
SUZANÁPOLIS;1° DOSE;418;;;;
SUZANÁPOLIS;2° DOSE;90;;;;
SUZANO;1° DOSE;24837;;;;
SUZANO;2° DOSE;6737;;;;
TABAPUÃ;1° DOSE;1601;;;;
TABAPUÃ;2° DOSE;607;;;;
TABATINGA;1° DOSE;1702;;;;
TABATINGA;2° DOSE;518;;;;
TABOÃO DA SERRA;1° DOSE;21585;;;;
TABOÃO DA SERRA;2° DOSE;8105;;;;
TACIBA;1° DOSE;715;;;;
TACIBA;2° DOSE;216;;;;
TAGUAÍ;1° DOSE;1172;;;;
TAGUAÍ;2° DOSE;332;;;;
TAIAÇU;1° DOSE;855;;;;
TAIAÇU;2° DOSE;361;;;;
TAIÚVA;1° DOSE;920;;;;
TAIÚVA;2° DOSE;382;;;;
TAMBAÚ;1° DOSE;2499;;;;
TAMBAÚ;2° DOSE;871;;;;
TANABI;1° DOSE;3732;;;;
TANABI;2° DOSE;1284;;;;
TAPIRAÍ;1° DOSE;823;;;;
TAPIRAÍ;2° DOSE;233;;;;
TAPIRATIBA;1° DOSE;1500;;;;
TAPIRATIBA;2° DOSE;539;;;;
TAQUARAL;1° DOSE;331;;;;
TAQUARAL;2° DOSE;116;;;;
TAQUARITINGA;1° DOSE;7189;;;;
TAQUARITINGA;2° DOSE;2395;;;;
TAQUARITUBA;1° DOSE;2759;;;;
TAQUARITUBA;2° DOSE;953;;;;
TAQUARIVAÍ;1° DOSE;352;;;;
TAQUARIVAÍ;2° DOSE;104;;;;
TARABAI;1° DOSE;739;;;;
TARABAI;2° DOSE;265;;;;
TARUMÃ;1° DOSE;1227;;;;
TARUMÃ;2° DOSE;452;;;;
TATUÍ;1° DOSE;12803;;;;
TATUÍ;2° DOSE;4293;;;;
TAUBATÉ;1° DOSE;32044;;;;
TAUBATÉ;2° DOSE;6891;;;;
TEJUPÁ;1° DOSE;411;;;;
TEJUPÁ;2° DOSE;114;;;;
TEODORO SAMPAIO;1° DOSE;2325;;;;
TEODORO SAMPAIO;2° DOSE;720;;;;
TERRA ROXA;1° DOSE;1161;;;;
TERRA ROXA;2° DOSE;487;;;;
TIETÊ;1° DOSE;4676;;;;
TIETÊ;2° DOSE;1162;;;;
TIMBURI;1° DOSE;442;;;;
TIMBURI;2° DOSE;162;;;;
TORRE DE PEDRA;1° DOSE;398;;;;
TORRE DE PEDRA;2° DOSE;139;;;;
TORRINHA;1° DOSE;1358;;;;
TORRINHA;2° DOSE;459;;;;
TRABIJU;1° DOSE;207;;;;
TRABIJU;2° DOSE;91;;;;
TREMEMBÉ;1° DOSE;4767;;;;
TREMEMBÉ;2° DOSE;2043;;;;
TRÊS FRONTEIRAS;1° DOSE;871;;;;
TRÊS FRONTEIRAS;2° DOSE;319;;;;
TUIUTI;1° DOSE;970;;;;
TUIUTI;2° DOSE;207;;;;
TUPÃ;1° DOSE;10983;;;;
TUPÃ;2° DOSE;3535;;;;
TUPI PAULISTA;1° DOSE;2520;;;;
TUPI PAULISTA;2° DOSE;863;;;;
TURIÚBA;1° DOSE;314;;;;
TURIÚBA;2° DOSE;158;;;;
TURMALINA;1° DOSE;399;;;;
TURMALINA;2° DOSE;137;;;;
UBARANA;1° DOSE;517;;;;
UBARANA;2° DOSE;188;;;;
UBATUBA;1° DOSE;7795;;;;
UBATUBA;2° DOSE;2797;;;;
UBIRAJARA;1° DOSE;556;;;;
UBIRAJARA;2° DOSE;234;;;;
UCHOA;1° DOSE;1539;;;;
UCHOA;2° DOSE;610;;;;
UNIÃO PAULISTA;1° DOSE;217;;;;
UNIÃO PAULISTA;2° DOSE;93;;;;
URÂNIA;1° DOSE;1464;;;;
URÂNIA;2° DOSE;555;;;;
URU;1° DOSE;234;;;;
URU;2° DOSE;89;;;;
URUPÊS;1° DOSE;1863;;;;
URUPÊS;2° DOSE;659;;;;
VALENTIM GENTIL;1° DOSE;1299;;;;
VALENTIM GENTIL;2° DOSE;369;;;;
VALINHOS;1° DOSE;12112;;;;
VALINHOS;2° DOSE;4537;;;;
VALPARAÍSO;1° DOSE;2546;;;;
VALPARAÍSO;2° DOSE;882;;;;
VARGEM;1° DOSE;1006;;;;
VARGEM;2° DOSE;248;;;;
VARGEM GRANDE DO SUL;1° DOSE;5318;;;;
VARGEM GRANDE DO SUL;2° DOSE;2722;;;;
VARGEM GRANDE PAULISTA;1° DOSE;3418;;;;
VARGEM GRANDE PAULISTA;2° DOSE;1054;;;;
VÁRZEA PAULISTA;1° DOSE;7640;;;;
VÁRZEA PAULISTA;2° DOSE;2141;;;;
VERA CRUZ;1° DOSE;1650;;;;
VERA CRUZ;2° DOSE;506;;;;
VINHEDO;1° DOSE;7970;;;;
VINHEDO;2° DOSE;2825;;;;
VIRADOURO;1° DOSE;1996;;;;
VIRADOURO;2° DOSE;497;;;;
VISTA ALEGRE DO ALTO;1° DOSE;772;;;;
VISTA ALEGRE DO ALTO;2° DOSE;300;;;;
VITÓRIA BRASIL;1° DOSE;276;;;;
VITÓRIA BRASIL;2° DOSE;93;;;;
VOTORANTIM;1° DOSE;7248;;;;
VOTORANTIM;2° DOSE;2725;;;;
VOTUPORANGA;1° DOSE;14851;;;;
VOTUPORANGA;2° DOSE;5468;;;;
ZACARIAS;1° DOSE;311;;;;
ZACARIAS;2° DOSE;108;;;;
